Metadata_Plate	Metadata_Well	Metadata_Assay_Plate_Barcode	Metadata_Plate_Map_Name	Metadata_well_position	Metadata_clone_number	Metadata_plate_ID	Metadata_plate_filename	Metadata_treatment	Metadata_batch	Metadata_clone_type	umap_x	umap_y
217768	C04	217768	217768	C04	BZ001	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	0.41534802	1.1935731
217768	C05	217768	217768	C05	WT011	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.3721054	1.7326598
217768	C06	217768	217768	C06	BZ018	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	-0.4533722	1.5136054
217768	C07	217768	217768	C07	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.3516433	2.112099
217768	C08	217768	217768	C08	WT009	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.662631	2.3179314
217768	C09	217768	217768	C09	WT008	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	0.97522366	2.673344
217768	C10	217768	217768	C10	WT002	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	3.1504807	3.892257
217768	C11	217768	217768	C11	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.615163	1.1708646
217768	D02	217768	217768	D02	BZ017	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	4.295677	2.7637236
217768	D03	217768	217768	D03	WT002	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	3.2043998	3.838106
217768	D04	217768	217768	D04	WT008	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	1.161976	2.5187948
217768	D05	217768	217768	D05	WT009	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.4385462	2.6104717
217768	D06	217768	217768	D06	BZ018	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	-0.58300024	1.4641505
217768	D07	217768	217768	D07	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.2736397	1.9205256
217768	D08	217768	217768	D08	WT011	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.4065115	1.7233441
217768	D09	217768	217768	D09	BZ001	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	-0.33623588	1.645235
217768	D10	217768	217768	D10	BZ008	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	0.37749606	4.1634955
217768	D11	217768	217768	D11	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.6651835	1.219381
217768	E02	217768	217768	E02	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	4.2744913	2.626783
217768	E03	217768	217768	E03	BZ017	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.35814837	3.350562
217768	E04	217768	217768	E04	WT002	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	0.12013415	4.4833984
217768	E05	217768	217768	E05	WT008	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	0.9091519	2.526496
217768	E06	217768	217768	E06	WT009	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.2445374	4.863441
217768	E07	217768	217768	E07	BZ018	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.727541	1.6391304
217768	E08	217768	217768	E08	WT_parental	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.2329307	5.233551
217768	E09	217768	217768	E09	WT011	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.1652783	5.446446
217768	E10	217768	217768	E10	BZ001	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.89296085	2.2153041
217768	E11	217768	217768	E11	BZ008	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.18619972	4.2693186
217768	F02	217768	217768	F02	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	4.4125085	2.6797447
217768	F03	217768	217768	F03	BZ017	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.22394717	3.328645
217768	F04	217768	217768	F04	BZ008	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.3443233	3.42527
217768	F05	217768	217768	F05	BZ001	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.6802483	2.0755262
217768	F06	217768	217768	F06	WT011	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.2560366	5.3310056
217768	F07	217768	217768	F07	BZ018	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.76212525	1.7324278
217768	F08	217768	217768	F08	WT_parental	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	4.640372	3.0129616
217768	F09	217768	217768	F09	WT009	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.2827631	4.883153
217768	F10	217768	217768	F10	WT008	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	0.8157928	2.653635
217768	F11	217768	217768	F11	WT002	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-0.22217864	4.476471
217768	G02	217768	217768	G02	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	4.3592134	2.6300204
217768	G03	217768	217768	G03	BZ017	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.5165001	3.2230554
217768	G04	217768	217768	G04	WT002	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	0.00671011	4.4405127
217768	G05	217768	217768	G05	WT008	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	0.8392966	2.6939952
217768	G06	217768	217768	G06	WT009	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.0396255	4.5160646
217768	G07	217768	217768	G07	BZ018	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.6903521	1.6217145
217768	G08	217768	217768	G08	WT_parental	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.2972281	5.191081
217768	G09	217768	217768	G09	WT011	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.1655614	5.228328
217768	G10	217768	217768	G10	BZ001	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.9336135	2.3280694
217768	G11	217768	217768	G11	BZ008	217768	20191122-20191119-LoDensity	bortezomib	2019_11_22_Batch7	resistant	-0.29174832	4.3704667
217766	B02	217766	217766	B02	BZ017	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	4.0560513	3.4866595
217766	B03	217766	217766	B03	WT002	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	2.382789	4.9710035
217766	B04	217766	217766	B04	WT008	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	1.3107044	2.6475008
217766	B05	217766	217766	B05	WT009	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.2276149	2.0454302
217766	B06	217766	217766	B06	BZ018	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	0.43627155	0.5122939
217766	B07	217766	217766	B07	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.7516296	1.7640442
217766	B08	217766	217766	B08	WT011	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.1408753	1.200786
217766	B09	217766	217766	B09	BZ001	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	0.70908296	0.74083894
217766	B10	217766	217766	B10	BZ008	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	3.5821211	1.9866157
217766	B11	217766	217766	B11	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.3169951	1.1535559
217766	C02	217766	217766	C02	BZ017	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	3.9722557	3.4804223
217766	C03	217766	217766	C03	BZ008	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	3.547227	3.5642867
217766	C04	217766	217766	C04	BZ001	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	0.58379084	0.9960882
217766	C05	217766	217766	C05	WT011	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	2.8741548	1.5258148
217766	C06	217766	217766	C06	BZ018	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	0.32789925	0.42625093
217766	C07	217766	217766	C07	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.146604	2.7597744
217766	C08	217766	217766	C08	WT009	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	2.7353861	2.575873
217766	C09	217766	217766	C09	WT008	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	1.166774	2.734587
217766	C10	217766	217766	C10	WT002	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	2.4625316	4.8027177
217766	C11	217766	217766	C11	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.726634	1.8473871
217766	D02	217766	217766	D02	BZ017	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	3.8861606	3.4913244
217766	D03	217766	217766	D03	WT002	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	2.0264146	4.9797926
217766	D04	217766	217766	D04	WT008	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	1.2260613	2.7983112
217766	D05	217766	217766	D05	WT009	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	2.795978	2.654332
217766	D06	217766	217766	D06	BZ018	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	0.3769126	0.59174514
217766	D07	217766	217766	D07	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.2278447	2.9538164
217766	D08	217766	217766	D08	WT011	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.0644584	1.2791048
217766	D09	217766	217766	D09	BZ001	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	0.9328331	1.2384945
217766	D10	217766	217766	D10	BZ008	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	resistant	2.4295688	4.6362734
217766	D11	217766	217766	D11	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	3.7189841	2.2556095
217766	E02	217766	217766	E02	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	5.434164	2.6739123
217766	E03	217766	217766	E03	BZ017	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	1.7493287	4.549094
217766	E04	217766	217766	E04	WT002	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	1.6647469	5.005583
217766	E05	217766	217766	E05	WT008	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	0.4565741	3.2886088
217766	E06	217766	217766	E06	WT009	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.6234237	4.484094
217766	E07	217766	217766	E07	BZ018	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	-0.13012826	0.6826609
217766	E08	217766	217766	E08	WT_parental	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.9195673	4.7965245
217766	E09	217766	217766	E09	WT011	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.76248	5.0946417
217766	E10	217766	217766	E10	BZ001	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	-0.6661189	2.5080864
217766	E11	217766	217766	E11	BZ008	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	-0.11941246	4.1992955
217766	F02	217766	217766	F02	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	5.4878206	2.725889
217766	F03	217766	217766	F03	BZ017	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	1.7339387	4.3400183
217766	F04	217766	217766	F04	BZ008	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	1.8320053	4.7711487
217766	F05	217766	217766	F05	BZ001	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	-0.39564285	2.9304914
217766	F06	217766	217766	F06	WT011	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-2.1163883	4.837079
217766	F07	217766	217766	F07	BZ018	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	-0.07576897	0.59921545
217766	F08	217766	217766	F08	WT_parental	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.9670521	4.863098
217766	F09	217766	217766	F09	WT009	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.3643442	4.553136
217766	F10	217766	217766	F10	WT008	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	0.56988174	3.2267628
217766	F11	217766	217766	F11	WT002	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	0.43731704	4.8219547
217766	G02	217766	217766	G02	WT_parental	217766	20191122-20191119-HiDensity	DMSO	2019_11_22_Batch7	wildtype	5.506184	2.7290885
217766	G03	217766	217766	G03	BZ017	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	0.041593585	3.7083106
217766	G04	217766	217766	G04	WT002	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	1.7195904	5.0181565
217766	G05	217766	217766	G05	WT008	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	0.5128837	3.4183881
217766	G06	217766	217766	G06	WT009	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-1.2588142	4.560024
217766	G07	217766	217766	G07	BZ018	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	-0.16649647	0.6937026
217766	G08	217766	217766	G08	WT_parental	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-2.1225214	4.914996
217766	G09	217766	217766	G09	WT011	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	wildtype	-2.1024737	4.900875
217766	G10	217766	217766	G10	BZ001	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	-0.9625593	2.504132
217766	G11	217766	217766	G11	BZ008	217766	20191122-20191119-HiDensity	bortezomib	2019_11_22_Batch7	resistant	-0.1423981	4.1945577
