,term,df,sumsq,meansq,statistic,p.value,feature,neg_log_p,dataset
899,Metadata_batch,4,5.864132303,1.466033076,2.348146296,0.055948427,Cells_Texture_InfoMeas1_ER_5_01,1.252212121,bortezomib
900,Metadata_clone_number,8,23.7199012,2.96498765,4.749022981,2.50E-05,Cells_Texture_InfoMeas1_ER_5_01,4.601580776,bortezomib
901,Metadata_clone_type_indicator,1,1.8594389,1.8594389,2.967760994,0.086575041,Cells_Texture_InfoMeas1_Mito_10_01,1.062607293,bortezomib
902,Metadata_treatment_time,1,0.174097193,0.174097193,0.277868157,0.598720105,Cells_Texture_InfoMeas1_Mito_10_01,0.222776158,bortezomib
903,Metadata_batch,4,4.173478747,1.043369687,1.665272174,0.159767518,Cells_Texture_InfoMeas1_Mito_10_01,0.796511512,bortezomib
904,Metadata_clone_number,8,34.83061631,4.353827039,6.94893393,5.13E-08,Cells_Texture_InfoMeas1_Mito_10_01,7.289864344,bortezomib
905,Metadata_clone_type_indicator,1,0.173318384,0.173318384,0.253303728,0.615344416,Cells_Texture_InfoMeas1_Mito_5_02,0.210881736,bortezomib
906,Metadata_treatment_time,1,4.154145477,4.154145477,6.071257485,0.014633736,Cells_Texture_InfoMeas1_Mito_5_02,1.834644774,bortezomib
907,Metadata_batch,4,7.611236292,1.902809073,2.780943491,0.028118016,Cells_Texture_InfoMeas1_Mito_5_02,1.551015325,bortezomib
908,Metadata_clone_number,8,22.7156228,2.83945285,4.14984248,0.00013699,Cells_Texture_InfoMeas1_Mito_5_02,3.863311265,bortezomib
909,Metadata_clone_type_indicator,1,1.269124152,1.269124152,1.828292605,0.177945094,Cells_Texture_InfoMeas1_RNA_10_00,0.749713982,bortezomib
910,Metadata_treatment_time,1,8.131711774,8.131711774,11.71449497,0.000760224,Cells_Texture_InfoMeas1_RNA_10_00,3.119058215,bortezomib
911,Metadata_batch,4,5.193504179,1.298376045,1.870432705,0.117301472,Cells_Texture_InfoMeas1_RNA_10_00,0.930696537,bortezomib
912,Metadata_clone_number,8,20.86849311,2.608561639,3.757878176,0.000414698,Cells_Texture_InfoMeas1_RNA_10_00,3.382268437,bortezomib
913,Metadata_clone_type_indicator,1,3.293038238,3.293038238,4.69122688,0.031569315,Cells_Texture_InfoMeas1_RNA_10_01,1.500734848,bortezomib
914,Metadata_treatment_time,1,7.88298226,7.88298226,11.2300118,0.000971899,Cells_Texture_InfoMeas1_RNA_10_01,3.012378937,bortezomib
915,Metadata_batch,4,4.066074574,1.016518643,1.448121534,0.219789029,Cells_Texture_InfoMeas1_RNA_10_01,0.65799399,bortezomib
916,Metadata_clone_number,8,37.32831318,4.666039148,6.64718922,1.19E-07,Cells_Texture_InfoMeas1_RNA_10_01,6.925553723,bortezomib
917,Metadata_clone_type_indicator,1,5.669595839,5.669595839,9.755519999,0.002069258,Cells_Texture_InfoMeas1_RNA_20_02,2.684185433,bortezomib
918,Metadata_treatment_time,1,4.475824676,4.475824676,7.701430292,0.006072103,Cells_Texture_InfoMeas1_RNA_20_02,2.21666087,bortezomib
919,Metadata_batch,4,4.950905483,1.237726371,2.129722242,0.078726994,Cells_Texture_InfoMeas1_RNA_20_02,1.103876328,bortezomib
920,Metadata_clone_number,8,65.15818989,8.144773736,14.01449157,6.26E-16,Cells_Texture_InfoMeas1_RNA_20_02,15.20332696,bortezomib
921,Metadata_clone_type_indicator,1,0.042246068,0.042246068,0.069664117,0.792114021,Cells_Texture_InfoMeas1_RNA_5_02,0.101212299,bortezomib
922,Metadata_treatment_time,1,8.552548296,8.552548296,14.10322325,0.000230307,Cells_Texture_InfoMeas1_RNA_5_02,3.637693027,bortezomib
923,Metadata_batch,4,9.362921814,2.340730453,3.85988398,0.004872034,Cells_Texture_InfoMeas1_RNA_5_02,2.312289704,bortezomib
924,Metadata_clone_number,8,21.92999994,2.741249992,4.520344029,4.79E-05,Cells_Texture_InfoMeas1_RNA_5_02,4.319650543,bortezomib
925,Metadata_clone_type_indicator,1,0.306425079,0.306425079,0.456703371,0.499994755,Cells_Texture_InfoMeas1_RNA_5_03,0.301034551,bortezomib
926,Metadata_treatment_time,1,7.245237689,7.245237689,10.79847801,0.001210895,Cells_Texture_InfoMeas1_RNA_5_03,2.916893616,bortezomib
927,Metadata_batch,4,7.227812768,1.806953192,2.69312687,0.032362795,Cells_Texture_InfoMeas1_RNA_5_03,1.489953976,bortezomib
928,Metadata_clone_number,8,14.6551725,1.831896562,2.730303074,0.007164766,Cells_Texture_InfoMeas1_RNA_5_03,2.144797972,bortezomib
929,Metadata_clone_type_indicator,1,4.345844614,4.345844614,10.47408041,0.001429507,Cells_Texture_InfoMeas2_AGP_5_02,2.844813819,bortezomib
930,Metadata_treatment_time,1,3.888184335,3.888184335,9.371056489,0.002525433,Cells_Texture_InfoMeas2_AGP_5_02,2.597664136,bortezomib
931,Metadata_batch,4,5.072002615,1.268000654,3.056055149,0.018053783,Cells_Texture_InfoMeas2_AGP_5_02,1.743431789,bortezomib
932,Metadata_clone_number,8,23.19917563,2.899896954,6.989148617,4.59E-08,Cells_Texture_InfoMeas2_AGP_5_02,7.33828018,bortezomib
933,Metadata_clone_type_indicator,1,5.5190961,5.5190961,10.61124312,0.00133253,Cells_Texture_InfoMeas2_DNA_10_03,2.875322936,bortezomib
934,Metadata_treatment_time,1,1.135659285,1.135659285,2.183465653,0.14116448,Cells_Texture_InfoMeas2_DNA_10_03,0.850274566,bortezomib
935,Metadata_batch,4,4.927197957,1.231799489,2.368308798,0.054200112,Cells_Texture_InfoMeas2_DNA_10_03,1.265999814,bortezomib
936,Metadata_clone_number,8,60.55090831,7.568863539,14.55221103,1.75E-16,Cells_Texture_InfoMeas2_DNA_10_03,15.7557791,bortezomib
937,Metadata_clone_type_indicator,1,12.95269879,12.95269879,20.49504106,1.06E-05,Cells_Texture_InfoMeas2_DNA_5_02,4.976293532,bortezomib
938,Metadata_treatment_time,1,1.99068716,1.99068716,3.149862106,0.077543035,Cells_Texture_InfoMeas2_DNA_5_02,1.110457205,bortezomib
939,Metadata_batch,4,8.687142181,2.171785545,3.436413881,0.00973538,Cells_Texture_InfoMeas2_DNA_5_02,2.01164708,bortezomib
940,Metadata_clone_number,8,19.76022878,2.470028598,3.908323535,0.000271273,Cells_Texture_InfoMeas2_DNA_5_02,3.566593947,bortezomib
941,Metadata_clone_type_indicator,1,5.888525855,5.888525855,12.92235436,0.000414226,Cells_Texture_InfoMeas2_ER_5_02,3.382762642,bortezomib
942,Metadata_treatment_time,1,3.686267483,3.686267483,8.089504209,0.004942621,Cells_Texture_InfoMeas2_ER_5_02,2.30604273,bortezomib
943,Metadata_batch,4,4.686109142,1.171527285,2.570913519,0.039326487,Cells_Texture_InfoMeas2_ER_5_02,1.405314852,bortezomib
944,Metadata_clone_number,8,30.30681481,3.788351852,8.313528086,1.22E-09,Cells_Texture_InfoMeas2_ER_5_02,8.913038174,bortezomib
945,Metadata_clone_type_indicator,1,4.045312458,4.045312458,10.33513174,0.001535117,Cells_Texture_InfoMeas2_Mito_5_02,2.813858658,bortezomib
946,Metadata_treatment_time,1,0.379491219,0.379491219,0.969539877,0.326053779,Cells_Texture_InfoMeas2_Mito_5_02,0.486710762,bortezomib
947,Metadata_batch,4,4.983901211,1.245975303,3.183269286,0.014692823,Cells_Texture_InfoMeas2_Mito_5_02,1.832894742,bortezomib
948,Metadata_clone_number,8,33.96737746,4.245922182,10.84765777,1.55E-12,Cells_Texture_InfoMeas2_Mito_5_02,11.80873963,bortezomib
949,Metadata_clone_type_indicator,1,2.841893801,2.841893801,5.785294573,0.017125179,Cells_Texture_InfoMeas2_RNA_5_02,1.766364885,bortezomib
950,Metadata_treatment_time,1,4.739200024,4.739200024,9.647675142,0.002187976,Cells_Texture_InfoMeas2_RNA_5_02,2.659957528,bortezomib
951,Metadata_batch,4,5.905177262,1.476294316,3.00531902,0.019596062,Cells_Texture_InfoMeas2_RNA_5_02,1.707831188,bortezomib
952,Metadata_clone_number,8,16.28562951,2.035703688,4.144118791,0.000139229,Cells_Texture_InfoMeas2_RNA_5_02,3.856270422,bortezomib
953,Metadata_clone_type_indicator,1,1.975176763,1.975176763,4.417944694,0.036887802,Cells_Texture_InverseDifferenceMoment_DNA_20_03,1.433117224,bortezomib
954,Metadata_treatment_time,1,0.846884209,0.846884209,1.894254565,0.170351269,Cells_Texture_InverseDifferenceMoment_DNA_20_03,0.768654628,bortezomib
955,Metadata_batch,4,2.855681882,0.71392047,1.596850071,0.176833501,Cells_Texture_InverseDifferenceMoment_DNA_20_03,0.752435456,bortezomib
956,Metadata_clone_number,8,68.83404076,8.604255095,19.24542849,4.94E-21,Cells_Texture_InverseDifferenceMoment_DNA_20_03,20.30653659,bortezomib
957,Metadata_clone_type_indicator,1,9.819785883,9.819785883,23.40424982,2.72E-06,Cells_Texture_SumAverage_DNA_20_01,5.565964662,bortezomib
958,Metadata_treatment_time,1,0.012171376,0.012171376,0.029008974,0.864940502,Cells_Texture_SumAverage_DNA_20_01,0.063013766,bortezomib
959,Metadata_batch,4,5.513565502,1.378391375,3.28522602,0.012451397,Cells_Texture_SumAverage_DNA_20_01,1.904781903,bortezomib
960,Metadata_clone_number,8,62.21742471,7.777178089,18.5359458,2.25E-20,Cells_Texture_SumAverage_DNA_20_01,19.64819711,bortezomib
961,Metadata_clone_type_indicator,1,0.071499268,0.071499268,0.167327201,0.682961372,Cytoplasm_AreaShape_Area,0.165603859,bortezomib
962,Metadata_treatment_time,1,0.110766997,0.110766997,0.259224073,0.611247623,Cytoplasm_AreaShape_Area,0.213782817,bortezomib
963,Metadata_batch,4,8.184117863,2.046029466,4.788250175,0.001059352,Cytoplasm_AreaShape_Area,2.974959891,bortezomib
964,Metadata_clone_number,8,68.0217271,8.502715887,19.89860435,1.25E-21,Cytoplasm_AreaShape_Area,20.90389299,bortezomib
965,Metadata_clone_type_indicator,1,7.846281907,7.846281907,15.66112407,0.00010714,Cytoplasm_AreaShape_Compactness,3.970048514,bortezomib
966,Metadata_treatment_time,1,0.003930888,0.003930888,0.007846025,0.929511246,Cytoplasm_AreaShape_Compactness,0.031745351,bortezomib
967,Metadata_batch,4,4.895933833,1.223983458,2.443062463,0.048167666,Cytoplasm_AreaShape_Compactness,1.317244396,bortezomib
968,Metadata_clone_number,8,66.73239505,8.341549381,16.6496745,1.42E-18,Cytoplasm_AreaShape_Compactness,17.84789391,bortezomib
969,Metadata_clone_type_indicator,1,1.147740757,1.147740757,2.116180211,0.147408424,Cytoplasm_AreaShape_Eccentricity,0.831477698,bortezomib
970,Metadata_treatment_time,1,0.029223514,0.029223514,0.053881698,0.816692607,Cytoplasm_AreaShape_Eccentricity,0.087941376,bortezomib
971,Metadata_batch,4,6.50715773,1.626789432,2.999440059,0.019782941,Cytoplasm_AreaShape_Eccentricity,1.703709149,bortezomib
972,Metadata_clone_number,8,43.12539042,5.390673802,9.939210708,1.63E-11,Cytoplasm_AreaShape_Eccentricity,10.78908168,bortezomib
973,Metadata_clone_type_indicator,1,0.419078197,0.419078197,0.969633703,0.326030431,Cytoplasm_AreaShape_MedianRadius,0.486741862,bortezomib
974,Metadata_treatment_time,1,1.220674245,1.220674245,2.824310351,0.094498713,Cytoplasm_AreaShape_MedianRadius,1.024574108,bortezomib
975,Metadata_batch,4,11.76814989,2.942037472,6.807079709,3.86E-05,Cytoplasm_AreaShape_MedianRadius,4.413014185,bortezomib
976,Metadata_clone_number,8,41.2240412,5.15300515,11.92266147,1.03E-13,Cytoplasm_AreaShape_MedianRadius,12.98864508,bortezomib
977,Metadata_clone_type_indicator,1,4.612290285,4.612290285,10.52166289,0.001395073,Cytoplasm_AreaShape_MinorAxisLength,2.85540298,bortezomib
978,Metadata_treatment_time,1,0.259319934,0.259319934,0.591566608,0.442774063,Cytoplasm_AreaShape_MinorAxisLength,0.353817827,bortezomib
979,Metadata_batch,4,8.414040752,2.103510188,4.798575915,0.0010415,Cytoplasm_AreaShape_MinorAxisLength,2.982340808,bortezomib
980,Metadata_clone_number,8,69.74988914,8.718736143,19.88938181,1.27E-21,Cytoplasm_AreaShape_MinorAxisLength,20.89551592,bortezomib
981,Metadata_clone_type_indicator,1,0.124853451,0.124853451,0.108590766,0.742119182,Cytoplasm_AreaShape_Orientation,0.129526343,bortezomib
982,Metadata_treatment_time,1,0.680686244,0.680686244,0.592024012,0.442598042,Cytoplasm_AreaShape_Orientation,0.353990511,bortezomib
983,Metadata_batch,4,2.762582336,0.690645584,0.600686106,0.662593664,Cytoplasm_AreaShape_Orientation,0.178752721,bortezomib
984,Metadata_clone_number,8,13.00566853,1.625708566,1.413953222,0.192860863,Cytoplasm_AreaShape_Orientation,0.714755895,bortezomib
985,Metadata_clone_type_indicator,1,12.35261319,12.35261319,33.60650303,2.79E-08,Cytoplasm_AreaShape_Perimeter,7.554962573,bortezomib
986,Metadata_treatment_time,1,0.109412139,0.109412139,0.297666519,0.585992349,Cytoplasm_AreaShape_Perimeter,0.232108055,bortezomib
987,Metadata_batch,4,10.00533071,2.501332678,6.80512236,3.88E-05,Cytoplasm_AreaShape_Perimeter,4.411628821,bortezomib
988,Metadata_clone_number,8,80.28398428,10.03549803,27.30256262,7.11E-28,Cytoplasm_AreaShape_Perimeter,27.14842049,bortezomib
989,Metadata_clone_type_indicator,1,29.52066221,29.52066221,58.72057679,9.22E-13,Cytoplasm_AreaShape_Zernike_0_0,12.03509196,bortezomib
990,Metadata_treatment_time,1,0.385184425,0.385184425,0.766183748,0.382511264,Cytoplasm_AreaShape_Zernike_0_0,0.417355772,bortezomib
991,Metadata_batch,4,3.507248054,0.876812013,1.744097297,0.141994931,Cytoplasm_AreaShape_Zernike_0_0,0.847727159,bortezomib
992,Metadata_clone_number,8,73.32481297,9.165601622,18.23161723,4.34E-20,Cytoplasm_AreaShape_Zernike_0_0,19.36271566,bortezomib
993,Metadata_clone_type_indicator,1,11.40315214,11.40315214,18.49666331,2.73E-05,Cytoplasm_AreaShape_Zernike_1_1,4.564570157,bortezomib
994,Metadata_treatment_time,1,0.342876993,0.342876993,0.55616905,0.45673443,Cytoplasm_AreaShape_Zernike_1_1,0.340336248,bortezomib
995,Metadata_batch,4,10.58491845,2.646229613,4.292358604,0.002395299,Cytoplasm_AreaShape_Zernike_1_1,2.620640252,bortezomib
996,Metadata_clone_number,8,53.59609957,6.699512446,10.86705014,1.48E-12,Cytoplasm_AreaShape_Zernike_1_1,11.83028012,bortezomib
997,Metadata_clone_type_indicator,1,4.913483492,4.913483492,8.383156506,0.004233221,Cytoplasm_AreaShape_Zernike_2_0,2.373329067,bortezomib
998,Metadata_treatment_time,1,1.912126753,1.912126753,3.262381539,0.072477007,Cytoplasm_AreaShape_Zernike_2_0,1.139799751,bortezomib
999,Metadata_batch,4,5.56998479,1.392496198,2.375812105,0.053563068,Cytoplasm_AreaShape_Zernike_2_0,1.271134555,bortezomib
1000,Metadata_clone_number,8,52.52259531,6.565324414,11.20145049,6.31E-13,Cytoplasm_AreaShape_Zernike_2_0,12.20024041,bortezomib
1001,Metadata_clone_type_indicator,1,35.39445905,35.39445905,75.74262171,1.58E-15,Cytoplasm_AreaShape_Zernike_2_2,14.80183968,bortezomib
1002,Metadata_treatment_time,1,0.083562574,0.083562574,0.178820319,0.672869745,Cytoplasm_AreaShape_Zernike_2_2,0.172068999,bortezomib
1003,Metadata_batch,4,5.278407742,1.319601936,2.823891448,0.026245424,Cytoplasm_AreaShape_Zernike_2_2,1.580946404,bortezomib
1004,Metadata_clone_number,8,68.56522632,8.570653289,18.34082982,3.42E-20,Cytoplasm_AreaShape_Zernike_2_2,19.46538051,bortezomib
1005,Metadata_clone_type_indicator,1,0.490884345,0.490884345,0.926817971,0.336921239,Cytoplasm_AreaShape_Zernike_3_1,0.472471611,bortezomib
1006,Metadata_treatment_time,1,0.39814996,0.39814996,0.751730101,0.387028442,Cytoplasm_AreaShape_Zernike_3_1,0.412257118,bortezomib
1007,Metadata_batch,4,4.843764353,1.210941088,2.286326657,0.061654834,Cytoplasm_AreaShape_Zernike_3_1,1.210032867,bortezomib
1008,Metadata_clone_number,8,75.71293586,9.464116982,17.86879903,9.55E-20,Cytoplasm_AreaShape_Zernike_3_1,19.01990125,bortezomib
1009,Metadata_clone_type_indicator,1,0.343072563,0.343072563,0.375521383,0.540746566,Cytoplasm_AreaShape_Zernike_3_3,0.26700623,bortezomib
1010,Metadata_treatment_time,1,0.293713574,0.293713574,0.321493874,0.571384049,Cytoplasm_AreaShape_Zernike_3_3,0.243071888,bortezomib
1011,Metadata_batch,4,1.474993906,0.368748477,0.4036258,0.805891261,Cytoplasm_AreaShape_Zernike_3_3,0.093723554,bortezomib
1012,Metadata_clone_number,8,39.78018491,4.972523114,5.442839081,3.50E-06,Cytoplasm_AreaShape_Zernike_3_3,5.455863132,bortezomib
1013,Metadata_clone_type_indicator,1,72.30609274,72.30609274,196.4893824,4.52E-31,Cytoplasm_AreaShape_Zernike_4_0,30.34522247,bortezomib
1014,Metadata_treatment_time,1,0.158982733,0.158982733,0.432030246,0.511794057,Cytoplasm_AreaShape_Zernike_4_0,0.290904761,bortezomib
1015,Metadata_batch,4,2.480523955,0.620130989,1.685185168,0.15509332,Cytoplasm_AreaShape_Zernike_4_0,0.809406907,bortezomib
1016,Metadata_clone_number,8,98.51068231,12.31383529,33.46243449,1.90E-32,Cytoplasm_AreaShape_Zernike_4_0,31.72034233,bortezomib
1017,Metadata_clone_type_indicator,1,3.340279273,3.340279273,6.662184044,0.010605778,Cytoplasm_AreaShape_Zernike_4_2,1.974457482,bortezomib
1018,Metadata_treatment_time,1,0.901140984,0.901140984,1.797324892,0.181645406,Cytoplasm_AreaShape_Zernike_4_2,0.740775581,bortezomib
1019,Metadata_batch,4,4.258531403,1.064632851,2.123409276,0.079502447,Cytoplasm_AreaShape_Zernike_4_2,1.099619504,bortezomib
1020,Metadata_clone_number,8,72.23572037,9.029465047,18.00926002,7.03E-20,Cytoplasm_AreaShape_Zernike_4_2,19.15293818,bortezomib
1021,Metadata_clone_type_indicator,1,33.14653739,33.14653739,71.19251112,8.30E-15,Cytoplasm_AreaShape_Zernike_4_4,14.08099441,bortezomib
1022,Metadata_treatment_time,1,0.235798912,0.235798912,0.506451594,0.477556438,Cytoplasm_AreaShape_Zernike_4_4,0.320975296,bortezomib
1023,Metadata_batch,4,6.057273044,1.514318261,3.252470035,0.013131985,Cytoplasm_AreaShape_Zernike_4_4,1.881669625,bortezomib
1024,Metadata_clone_number,8,65.94421498,8.243026873,17.70446715,1.37E-19,Cytoplasm_AreaShape_Zernike_4_4,18.86373838,bortezomib
1025,Metadata_clone_type_indicator,1,20.81312895,20.81312895,40.96484217,1.19E-09,Cytoplasm_AreaShape_Zernike_5_1,8.923534001,bortezomib
1026,Metadata_treatment_time,1,0.14457912,0.14457912,0.284563694,0.594352255,Cytoplasm_AreaShape_Zernike_5_1,0.225956085,bortezomib
1027,Metadata_batch,4,5.824305749,1.456076437,2.865880549,0.024532958,Cytoplasm_AreaShape_Zernike_5_1,1.610250082,bortezomib
1028,Metadata_clone_number,8,65.00457816,8.12557227,15.99292381,6.26E-18,Cytoplasm_AreaShape_Zernike_5_1,17.20333974,bortezomib
1029,Metadata_clone_type_indicator,1,9.949669995,9.949669995,13.10573803,0.000377979,Cytoplasm_AreaShape_Zernike_5_3,3.422532439,bortezomib
1030,Metadata_treatment_time,1,0.103052789,0.103052789,0.135741472,0.712964155,Cytoplasm_AreaShape_Zernike_5_3,0.146932304,bortezomib
1031,Metadata_batch,4,2.310467472,0.577616868,0.760838838,0.551981521,Cytoplasm_AreaShape_Zernike_5_3,0.258075462,bortezomib
1032,Metadata_clone_number,8,69.99413075,8.749266343,11.5245624,2.79E-13,Cytoplasm_AreaShape_Zernike_5_3,12.55505641,bortezomib
1033,Metadata_clone_type_indicator,1,3.566049205,3.566049205,3.852084415,0.051151785,Cytoplasm_AreaShape_Zernike_5_5,1.29113921,bortezomib
1034,Metadata_treatment_time,1,0.481316988,0.481316988,0.519923748,0.471765181,Cytoplasm_AreaShape_Zernike_5_5,0.326274116,bortezomib
1035,Metadata_batch,4,3.015151641,0.75378791,0.814249747,0.517490065,Cytoplasm_AreaShape_Zernike_5_5,0.286097984,bortezomib
1036,Metadata_clone_number,8,46.66279911,5.832849889,6.30070671,3.13E-07,Cytoplasm_AreaShape_Zernike_5_5,6.505104989,bortezomib
1037,Metadata_clone_type_indicator,1,32.2751485,32.2751485,71.5486923,7.28E-15,Cytoplasm_AreaShape_Zernike_6_0,14.13789582,bortezomib
1038,Metadata_treatment_time,1,0.544122809,0.544122809,1.206230715,0.273477074,Cytoplasm_AreaShape_Zernike_6_0,0.563079076,bortezomib
1039,Metadata_batch,4,5.531595865,1.382898966,3.065659407,0.01777558,Cytoplasm_AreaShape_Zernike_6_0,1.750176226,bortezomib
1040,Metadata_clone_number,8,86.57809231,10.82226154,23.99117268,3.40E-25,Cytoplasm_AreaShape_Zernike_6_0,24.46838754,bortezomib
1041,Metadata_clone_type_indicator,1,34.65759886,34.65759886,65.70613784,6.40E-14,Cytoplasm_AreaShape_Zernike_6_2,13.19404566,bortezomib
1042,Metadata_treatment_time,1,0.620201811,0.620201811,1.17581907,0.279590079,Cytoplasm_AreaShape_Zernike_6_2,0.553478243,bortezomib
1043,Metadata_batch,4,2.162351324,0.540587831,1.024881691,0.395677005,Cytoplasm_AreaShape_Zernike_6_2,0.402659188,bortezomib
1044,Metadata_clone_number,8,101.1961794,12.64952243,23.98179019,3.46E-25,Cytoplasm_AreaShape_Zernike_6_2,24.46054747,bortezomib
1045,Metadata_clone_type_indicator,1,0.000943823,0.000943823,0.001449025,0.969675187,Cytoplasm_AreaShape_Zernike_6_4,0.013373717,bortezomib
1046,Metadata_treatment_time,1,0.807411164,0.807411164,1.239595546,0.266962997,Cytoplasm_AreaShape_Zernike_6_4,0.57354893,bortezomib
1047,Metadata_batch,4,3.87883103,0.969707757,1.488764919,0.207203309,Cytoplasm_AreaShape_Zernike_6_4,0.683603313,bortezomib
1048,Metadata_clone_number,8,55.69581226,6.961976533,10.68852585,2.34E-12,Cytoplasm_AreaShape_Zernike_6_4,11.63162407,bortezomib
1049,Metadata_clone_type_indicator,1,37.78088772,37.78088772,74.40871669,2.56E-15,Cytoplasm_AreaShape_Zernike_6_6,14.59186713,bortezomib
1050,Metadata_treatment_time,1,0.933683758,0.933683758,1.838871833,0.176701135,Cytoplasm_AreaShape_Zernike_6_6,0.752760661,bortezomib
1051,Metadata_batch,4,4.735020697,1.183755174,2.331382577,0.05744338,Cytoplasm_AreaShape_Zernike_6_6,1.240760013,bortezomib
1052,Metadata_clone_number,8,80.93677344,10.11709668,19.9254233,1.18E-21,Cytoplasm_AreaShape_Zernike_6_6,20.9282441,bortezomib
1053,Metadata_clone_type_indicator,1,43.74060934,43.74060934,103.1905927,1.27E-19,Cytoplasm_AreaShape_Zernike_7_1,18.8947407,bortezomib
1054,Metadata_treatment_time,1,0.045071365,0.045071365,0.106330044,0.744722418,Cytoplasm_AreaShape_Zernike_7_1,0.128005572,bortezomib
1055,Metadata_batch,4,4.05010632,1.01252658,2.388700558,0.052485674,Cytoplasm_AreaShape_Zernike_7_1,1.27995922,bortezomib
1056,Metadata_clone_number,8,88.37391846,11.04673981,26.0608996,6.87E-27,Cytoplasm_AreaShape_Zernike_7_1,26.16332114,bortezomib
1057,Metadata_clone_type_indicator,1,5.220381016,5.220381016,6.067307756,0.014665451,Cytoplasm_AreaShape_Zernike_7_3,1.833704574,bortezomib
1058,Metadata_treatment_time,1,0.179647106,0.179647106,0.208792093,0.648240541,Cytoplasm_AreaShape_Zernike_7_3,0.188263812,bortezomib
1059,Metadata_batch,4,4.272547283,1.068136821,1.241425635,0.294828176,Cytoplasm_AreaShape_Zernike_7_3,0.530431014,bortezomib
1060,Metadata_clone_number,8,51.06978398,6.383722998,7.419384128,1.40E-08,Cytoplasm_AreaShape_Zernike_7_3,7.854136108,bortezomib
1061,Metadata_clone_type_indicator,1,13.04207332,13.04207332,18.85679956,2.30E-05,Cytoplasm_AreaShape_Zernike_7_5,4.639192487,bortezomib
1062,Metadata_treatment_time,1,0.57802683,0.57802683,0.835736452,0.361783788,Cytoplasm_AreaShape_Zernike_7_5,0.441550898,bortezomib
1063,Metadata_batch,4,1.515446368,0.378861592,0.547774647,0.700864122,Cytoplasm_AreaShape_Zernike_7_5,0.154366172,bortezomib
1064,Metadata_clone_number,8,82.40588325,10.30073541,14.89325341,7.89E-17,Cytoplasm_AreaShape_Zernike_7_5,16.10269501,bortezomib
1065,Metadata_clone_type_indicator,1,0.451856817,0.451856817,0.438670012,0.508571896,Cytoplasm_AreaShape_Zernike_7_7,0.293647643,bortezomib
1066,Metadata_treatment_time,1,0.617911305,0.617911305,0.599878434,0.439592251,Cytoplasm_AreaShape_Zernike_7_7,0.356949972,bortezomib
1067,Metadata_batch,4,4.048744094,1.012186024,0.982646801,0.418216843,Cytoplasm_AreaShape_Zernike_7_7,0.378598481,bortezomib
1068,Metadata_clone_number,8,41.28411516,5.160514395,5.009912055,1.19E-05,Cytoplasm_AreaShape_Zernike_7_7,4.923137793,bortezomib
1069,Metadata_clone_type_indicator,1,34.43698637,34.43698637,80.86476252,2.52E-16,Cytoplasm_AreaShape_Zernike_8_0,15.59800801,bortezomib
1070,Metadata_treatment_time,1,0.201140941,0.201140941,0.472318172,0.492765079,Cytoplasm_AreaShape_Zernike_8_0,0.307360078,bortezomib
1071,Metadata_batch,4,2.505046772,0.626261693,1.470584636,0.212750934,Cytoplasm_AreaShape_Zernike_8_0,0.672128524,bortezomib
1072,Metadata_clone_number,8,107.5940447,13.44925559,31.58147602,4.20E-31,Cytoplasm_AreaShape_Zernike_8_0,30.37646611,bortezomib
1073,Metadata_clone_type_indicator,1,30.13962798,30.13962798,49.39713135,3.69E-11,Cytoplasm_AreaShape_Zernike_8_2,10.43267824,bortezomib
1074,Metadata_treatment_time,1,0.090615902,0.090615902,0.148514296,0.700392587,Cytoplasm_AreaShape_Zernike_8_2,0.154658459,bortezomib
1075,Metadata_batch,4,2.147495442,0.536873861,0.879905639,0.477023392,Cytoplasm_AreaShape_Zernike_8_2,0.321460324,bortezomib
1076,Metadata_clone_number,8,81.78651698,10.22331462,16.75542962,1.12E-18,Cytoplasm_AreaShape_Zernike_8_2,17.95081065,bortezomib
1077,Metadata_clone_type_indicator,1,5.473351501,5.473351501,6.821897098,0.009728147,Cytoplasm_AreaShape_Zernike_8_4,2.011969882,bortezomib
1078,Metadata_treatment_time,1,1.478874279,1.478874279,1.843245067,0.176189861,Cytoplasm_AreaShape_Zernike_8_4,0.754019087,bortezomib
1079,Metadata_batch,4,0.929973073,0.232493268,0.289775862,0.884370044,Cytoplasm_AreaShape_Zernike_8_4,0.053365976,bortezomib
1080,Metadata_clone_number,8,89.65078727,11.20634841,13.96741205,7.00E-16,Cytoplasm_AreaShape_Zernike_8_4,15.15463569,bortezomib
1081,Metadata_clone_type_indicator,1,0.513528863,0.513528863,0.689226323,0.407475089,Cytoplasm_AreaShape_Zernike_8_6,0.389898936,bortezomib
1082,Metadata_treatment_time,1,0.959826128,0.959826128,1.2882186,0.257813854,Cytoplasm_AreaShape_Zernike_8_6,0.588693748,bortezomib
1083,Metadata_batch,4,1.720378956,0.430094739,0.57724626,0.679477924,Cytoplasm_AreaShape_Zernike_8_6,0.167824648,bortezomib
1084,Metadata_clone_number,8,69.74802276,8.718502846,11.70142925,1.79E-13,Cytoplasm_AreaShape_Zernike_8_6,12.74817615,bortezomib
1085,Metadata_clone_type_indicator,1,25.5664488,25.5664488,44.77020825,2.44E-10,Cytoplasm_AreaShape_Zernike_8_8,9.612024539,bortezomib
