feature	WT parental	Clone A	Clone E
Cells_Texture_InfoMeas1_DNA_20_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_DNA_5_00	0.0	0.0	0.0
Cells_Texture_InfoMeas1_DNA_5_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_DNA_5_02	0.0	0.0	0.0
Cells_Texture_InfoMeas1_DNA_5_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_10_00	0.0	-0.0269729696243383	0.03452407743954655
Cells_Texture_InfoMeas1_ER_10_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_10_02	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_20_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_5_00	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_5_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_5_02	0.0	0.0	0.0
Cells_Texture_InfoMeas1_ER_5_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_Mito_10_00	0.0	0.0	0.0
Cells_Texture_InfoMeas1_Mito_10_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_Mito_10_02	0.0	-0.005288276884974901	0.0
Cells_Texture_InfoMeas1_Mito_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_Mito_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_Mito_20_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_Mito_5_00	0.0018484173486615033	0.0	-0.0008971086525457301
Cells_Texture_InfoMeas1_Mito_5_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_Mito_5_02	0.0	0.0	0.0
Cells_Texture_InfoMeas1_Mito_5_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_10_00	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_10_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_10_02	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_20_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_5_00	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_5_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_RNA_5_02	0.0	-0.021553977343882636	0.0
Cells_Texture_InfoMeas1_RNA_5_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_AGP_10_00	0.0	0.0	0.0
Cells_Texture_InfoMeas2_AGP_10_01	0.0	0.0	-0.008706617095050953
Cells_Texture_InfoMeas2_AGP_10_02	0.0	0.0	0.0
Cells_Texture_InfoMeas2_AGP_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_AGP_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_DNA_10_00	0.0	-0.0010937674109227549	0.0
Cells_Texture_InfoMeas2_DNA_10_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_DNA_10_02	0.0	0.0	0.012527440104709655
Cells_Texture_InfoMeas2_DNA_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_DNA_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_DNA_20_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_DNA_5_00	0.0	0.0	0.0
Cells_Texture_InfoMeas2_DNA_5_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_DNA_5_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_ER_10_00	0.0	0.0	0.0
Cells_Texture_InfoMeas2_ER_10_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_ER_10_02	0.0	-0.01741489846103243	0.012770361310487218
Cells_Texture_InfoMeas2_ER_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_ER_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_ER_20_03	0.0	-0.006697908366188245	0.0
Cells_Texture_InfoMeas2_Mito_10_00	0.0	0.016227003605114285	-0.0028560314127008706
Cells_Texture_InfoMeas2_Mito_10_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_Mito_10_02	0.0	0.0	0.0
Cells_Texture_InfoMeas2_Mito_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_Mito_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_Mito_20_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_Mito_5_01	0.0	-0.012444041591007562	0.0
Cells_Texture_InfoMeas2_Mito_5_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_RNA_10_00	0.0	0.0	0.0
Cells_Texture_InfoMeas2_RNA_10_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_RNA_10_02	0.0	0.0	0.0
Cells_Texture_InfoMeas2_RNA_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_RNA_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas2_RNA_20_03	0.0	0.0	0.0
Cells_Texture_InfoMeas2_RNA_5_01	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_AGP_10_00	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_AGP_10_01	0.0	-1.695037781339885e-07	0.0
Cells_Texture_InverseDifferenceMoment_AGP_10_02	0.0	0.0	0.007218965348584258
Cells_Texture_InverseDifferenceMoment_AGP_10_03	-0.012982797881718114	0.0	0.0
Cells_Texture_InverseDifferenceMoment_AGP_5_00	0.0	0.0	-0.003699176792507067
Cells_Texture_InverseDifferenceMoment_AGP_5_01	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_AGP_5_02	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_AGP_5_03	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_DNA_10_00	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_DNA_10_01	0.0	-0.002948281036867853	0.0
Cells_Texture_InverseDifferenceMoment_DNA_10_02	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_DNA_10_03	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_DNA_5_00	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_DNA_5_01	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_DNA_5_02	0.0	-0.004016977290748492	0.0
Cells_Texture_InverseDifferenceMoment_DNA_5_03	0.008613687163913806	0.0	0.0
Cells_Texture_InverseDifferenceMoment_ER_10_00	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_ER_10_01	0.0	0.0	0.016595972890471326
Cells_Texture_InverseDifferenceMoment_ER_10_02	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_ER_10_03	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_ER_5_00	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_ER_5_01	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_ER_5_02	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_ER_5_03	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_Mito_10_00	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_Mito_10_01	0.0038647727421599392	0.0	0.0
Cells_Texture_InverseDifferenceMoment_Mito_10_02	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_Mito_10_03	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_Mito_5_00	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_Mito_5_01	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_Mito_5_02	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_Mito_5_03	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_RNA_10_00	-0.0011212929390890614	0.0	0.0
Cells_Texture_InverseDifferenceMoment_RNA_10_01	0.01784461877189546	0.0	0.0
Cells_Texture_InverseDifferenceMoment_RNA_10_02	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_RNA_10_03	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_RNA_5_00	0.0	-0.008953736870764019	0.0
Cells_Texture_InverseDifferenceMoment_RNA_5_01	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_RNA_5_02	0.0	0.0	0.0
Cells_Texture_InverseDifferenceMoment_RNA_5_03	0.0	0.0	0.0
Cells_Texture_SumAverage_AGP_10_00	0.0	0.0	0.0
Cells_Texture_SumAverage_AGP_10_01	0.0	0.0	0.0
Cells_Texture_SumAverage_AGP_10_02	0.0	0.0	0.0
Cells_Texture_SumAverage_AGP_10_03	0.0	0.0	0.0
Cells_Texture_SumAverage_AGP_5_00	0.0	0.0	0.0
Cells_Texture_SumAverage_AGP_5_01	0.0	0.0	0.0
Cells_Texture_SumAverage_AGP_5_02	0.0	0.0	0.0
Cells_Texture_SumAverage_AGP_5_03	0.0	0.0	0.0
Cells_Texture_SumAverage_DNA_10_00	0.0	0.0	0.0
Cells_Texture_SumAverage_DNA_10_01	0.0	0.0	0.0
Cells_Texture_SumAverage_DNA_10_02	0.0	0.0	0.0
Cells_Texture_SumAverage_DNA_10_03	0.0	0.0	0.0
Cells_Texture_SumAverage_DNA_5_00	0.0	0.0	0.0
Cells_Texture_SumAverage_DNA_5_01	0.0	0.0	0.0
Cells_Texture_SumAverage_DNA_5_02	0.0	0.0	0.0
Cells_Texture_SumAverage_DNA_5_03	0.0	0.0	0.0
Cells_Texture_SumAverage_ER_10_00	0.0	0.0	0.0
Cells_Texture_SumAverage_ER_10_01	0.0	0.0	0.0
Cells_Texture_SumAverage_ER_10_02	0.0	0.0	0.0
Cells_Texture_SumAverage_ER_10_03	0.0	0.0	0.0
Cells_Texture_SumAverage_ER_5_00	0.0	0.0	0.0
Cells_Texture_SumAverage_ER_5_01	0.0	0.0	0.0
Cells_Texture_SumAverage_ER_5_02	0.0	0.0	0.0
Cells_Texture_SumAverage_ER_5_03	0.0	0.007130058567005686	0.0
Cells_Texture_SumAverage_Mito_10_00	0.0	0.0	0.0
Cells_Texture_SumAverage_Mito_10_01	0.0	0.0	0.0
Cells_Texture_SumAverage_Mito_10_02	0.0	0.0	0.0
Cells_Texture_SumAverage_Mito_10_03	0.0	0.0	0.0
Cells_Texture_SumAverage_Mito_5_00	0.0	0.0	0.0
Cells_Texture_SumAverage_Mito_5_01	0.015740886768537563	-0.01026690841528195	0.0
Cells_Texture_SumAverage_Mito_5_02	0.0	0.0	0.0
Cells_Texture_SumAverage_Mito_5_03	0.0	0.0	0.0
Cells_Texture_SumAverage_RNA_10_00	0.0	0.0	0.0
Cells_Texture_SumAverage_RNA_10_01	0.0	0.0	0.0
Cells_Texture_SumAverage_RNA_10_02	0.0	0.0	0.0
Cells_Texture_SumAverage_RNA_10_03	0.0	0.0	0.0
Cells_Texture_SumAverage_RNA_5_00	0.0	0.0	0.0
Cells_Texture_SumAverage_RNA_5_01	0.0	0.0	0.0
Cells_Texture_SumAverage_RNA_5_02	0.0	0.0	0.0
Cells_Texture_SumAverage_RNA_5_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_AGP_10_00	0.020739430366621087	-0.0015325271714326778	0.0
Cells_Texture_SumEntropy_AGP_10_01	0.0	0.0	-0.005229990050245834
Cells_Texture_SumEntropy_AGP_10_02	0.0	0.0	0.0
Cells_Texture_SumEntropy_AGP_10_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_AGP_20_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_AGP_5_00	0.0	0.0	0.0
Cells_Texture_SumEntropy_AGP_5_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_AGP_5_02	-0.003729654141774906	0.0	0.0
Cells_Texture_SumEntropy_AGP_5_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_DNA_10_00	0.0	0.0	0.0
Cells_Texture_SumEntropy_DNA_10_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_DNA_10_02	0.0	0.0	0.0
Cells_Texture_SumEntropy_DNA_10_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_DNA_20_01	0.0	-0.0062906506341382	0.0
Cells_Texture_SumEntropy_DNA_5_00	0.0	0.0	0.0
Cells_Texture_SumEntropy_DNA_5_01	0.01852239067873621	0.0	0.0
Cells_Texture_SumEntropy_DNA_5_02	0.0	0.0	0.0
Cells_Texture_SumEntropy_DNA_5_03	0.0	0.02346694287740108	-0.010122584745837654
Cells_Texture_SumEntropy_ER_10_00	0.0	0.0	0.0
Cells_Texture_SumEntropy_ER_10_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_ER_10_02	0.0	0.0	0.0
Cells_Texture_SumEntropy_ER_10_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_ER_20_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_ER_5_00	0.0	0.0	0.0
Cells_Texture_SumEntropy_ER_5_01	0.026403473844125825	0.0	-0.025235439283777812
Cells_Texture_SumEntropy_ER_5_02	0.0	0.0	0.00606019553950255
Cells_Texture_SumEntropy_ER_5_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_Mito_10_00	0.007938365097727917	0.0	0.0
Cells_Texture_SumEntropy_Mito_10_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_Mito_10_02	0.0	0.0	0.0
Cells_Texture_SumEntropy_Mito_10_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_Mito_20_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_Mito_5_00	0.0	0.0	0.0
Cells_Texture_SumEntropy_Mito_5_01	0.0	0.0	-0.012798172731681313
Cells_Texture_SumEntropy_Mito_5_02	0.0	0.0	0.0
Cells_Texture_SumEntropy_Mito_5_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_RNA_10_00	0.0	0.0	0.0
Cells_Texture_SumEntropy_RNA_10_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_RNA_10_02	0.0	0.0	0.0
Cells_Texture_SumEntropy_RNA_10_03	0.0	0.0	0.0
Cells_Texture_SumEntropy_RNA_20_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_RNA_5_00	0.0	0.0	0.0
Cells_Texture_SumEntropy_RNA_5_01	0.0	0.0	0.0
Cells_Texture_SumEntropy_RNA_5_02	0.0	0.0	-0.003491214819439967
Cells_Texture_SumEntropy_RNA_5_03	0.0	0.0	0.0
Cells_Texture_SumVariance_AGP_10_00	0.0	0.0	0.0
Cells_Texture_SumVariance_AGP_10_01	0.0	0.0	0.0
Cells_Texture_SumVariance_AGP_10_02	0.0	0.0	0.0
Cells_Texture_SumVariance_AGP_10_03	-0.0004575511842706836	0.0	0.015154539556194667
Cells_Texture_SumVariance_AGP_5_00	0.0	0.0	0.0
Cells_Texture_SumVariance_AGP_5_01	0.01739338090101634	-0.0025186732308726026	0.0
Cells_Texture_SumVariance_AGP_5_02	0.0	0.022184375205603596	0.0
Cells_Texture_SumVariance_AGP_5_03	0.0	-0.003143868307553809	0.0
Cells_Texture_SumVariance_DNA_10_00	0.0	0.0	0.0
Cells_Texture_SumVariance_DNA_10_01	0.0	-0.005910076223312612	0.016366688251366442
Cells_Texture_SumVariance_DNA_10_02	0.0	0.0	0.0
Cells_Texture_SumVariance_DNA_10_03	0.0	0.0	0.0
Cells_Texture_SumVariance_DNA_5_00	0.0	0.0	0.0
Cells_Texture_SumVariance_DNA_5_01	0.0	0.0	0.0
Cells_Texture_SumVariance_DNA_5_02	-0.007302287105887886	0.0	0.0
Cells_Texture_SumVariance_DNA_5_03	0.0	0.0	0.0
Cells_Texture_SumVariance_ER_10_00	0.0011468267057559852	-0.014754534209533782	0.0
Cells_Texture_SumVariance_ER_10_01	0.0	0.0	0.0
Cells_Texture_SumVariance_ER_10_02	0.0	0.0	0.0
Cells_Texture_SumVariance_ER_10_03	0.0	0.0	0.0
Cells_Texture_SumVariance_ER_5_00	0.0	0.0	0.0
Cells_Texture_SumVariance_ER_5_01	0.0	0.0	0.0
Cells_Texture_SumVariance_ER_5_02	0.0	0.0	-0.001737576355192143
Cells_Texture_SumVariance_ER_5_03	0.0	0.0	0.0
Cells_Texture_SumVariance_Mito_10_00	0.0	0.0	0.0
Cells_Texture_SumVariance_Mito_10_01	0.0	0.0	0.0
Cells_Texture_SumVariance_Mito_10_02	0.0	0.0	0.0
Cells_Texture_SumVariance_Mito_10_03	0.0	0.001668498006817606	0.0
Cells_Texture_SumVariance_Mito_5_00	0.0	0.0	0.0
Cells_Texture_SumVariance_Mito_5_01	0.0	-0.00031365601107778473	0.0
Cells_Texture_SumVariance_Mito_5_02	0.0	0.0	0.0
Cells_Texture_SumVariance_Mito_5_03	0.0	0.0	0.0
Cells_Texture_SumVariance_RNA_10_00	0.0	0.0	0.0
Cells_Texture_SumVariance_RNA_10_01	0.0	0.0	0.0
Cells_Texture_SumVariance_RNA_10_02	0.008354655488548197	0.0	-0.0016042198712149438
Cells_Texture_SumVariance_RNA_10_03	0.0	0.0	0.0
Cells_Texture_SumVariance_RNA_5_00	0.0	0.0	0.0
Cells_Texture_SumVariance_RNA_5_01	0.0	0.0	0.0
Cells_Texture_SumVariance_RNA_5_02	0.0	0.0	0.0
Cells_Texture_SumVariance_RNA_5_03	0.0	0.0	0.0
Cells_Texture_Variance_AGP_10_00	0.0	0.0	0.0
Cells_Texture_Variance_AGP_10_01	0.005597002182246427	0.0	0.0
Cells_Texture_Variance_AGP_10_02	0.0	0.0	0.0
Cells_Texture_Variance_AGP_10_03	0.0	0.0	0.0
Cells_Texture_Variance_AGP_5_00	0.0	0.0	0.0
Cells_Texture_Variance_AGP_5_01	0.0	0.0	0.0
Cells_Texture_Variance_AGP_5_02	0.0	0.0	0.0
Cells_Texture_Variance_AGP_5_03	0.0	0.0	0.0
Cells_Texture_Variance_DNA_10_00	0.0	0.0	0.0
Cells_Texture_Variance_DNA_10_01	0.0	0.0	0.0
Cells_Texture_Variance_DNA_10_02	0.0	0.0	0.0
Cells_Texture_Variance_DNA_10_03	0.0	0.0	0.0
Cells_Texture_Variance_DNA_5_00	0.0	0.009638074800987006	0.0
Cells_Texture_Variance_DNA_5_01	0.0	0.0	0.0
Cells_Texture_Variance_DNA_5_02	0.0	0.0	0.0
Cells_Texture_Variance_DNA_5_03	-0.0064575550971320665	0.0	0.0
Cells_Texture_Variance_ER_10_00	0.0	0.0	0.0
Cells_Texture_Variance_ER_10_01	-0.0059730717261244565	0.002269216838548276	0.0
Cells_Texture_Variance_ER_10_02	0.0	0.0	-1.133806416787758e-07
Cells_Texture_Variance_ER_10_03	0.0	0.005125315388591799	0.0
Cells_Texture_Variance_ER_5_00	0.0	0.006198882620493811	0.0
Cells_Texture_Variance_ER_5_01	0.0	0.0	-0.004808974516953176
Cells_Texture_Variance_ER_5_02	0.0	0.0	0.0
Cells_Texture_Variance_ER_5_03	0.0	0.0	0.0
Cells_Texture_Variance_Mito_10_00	0.0017270694447798752	-0.009000233048720678	0.0
Cells_Texture_Variance_Mito_10_01	0.0	0.0	0.0
Cells_Texture_Variance_Mito_10_02	0.0	0.0	0.0
Cells_Texture_Variance_Mito_10_03	0.0	0.0	0.0
Cells_Texture_Variance_Mito_5_00	0.0	0.0	0.0
Cells_Texture_Variance_Mito_5_01	0.0	0.0	0.0
Cells_Texture_Variance_Mito_5_02	0.0	0.0	-0.0020422231381590256
Cells_Texture_Variance_Mito_5_03	0.0	0.0	0.0
Cells_Texture_Variance_RNA_10_00	0.0	0.0026807914353268666	-0.010937461769898467
Cells_Texture_Variance_RNA_10_01	0.0	0.0	0.0
Cells_Texture_Variance_RNA_10_02	0.0	0.0	0.0
Cells_Texture_Variance_RNA_10_03	0.0	0.0	0.0
Cells_Texture_Variance_RNA_5_00	0.0	0.0	0.0
Cells_Texture_Variance_RNA_5_01	0.0	0.0	0.0
Cells_Texture_Variance_RNA_5_02	0.0	0.0	0.0
Cells_Texture_Variance_RNA_5_03	0.0	0.0	0.0
Cytoplasm_AreaShape_Center_X	0.007310572889222517	0.0	-0.006161362460146563
Cytoplasm_AreaShape_Center_Y	0.0	0.0	0.0
Cytoplasm_AreaShape_Compactness	0.0	0.0	0.0
Cytoplasm_AreaShape_Eccentricity	0.0	0.0	0.0
Cytoplasm_AreaShape_Extent	0.0	0.0	0.0
Cytoplasm_AreaShape_FormFactor	-0.0026739616740794254	0.0	0.0
Cytoplasm_AreaShape_MinFeretDiameter	0.0	0.0	0.0
Cytoplasm_AreaShape_MinorAxisLength	0.0	0.0	0.0
Cytoplasm_AreaShape_Orientation	0.0	0.0	0.0
Cytoplasm_AreaShape_Solidity	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_0_0	0.006747335343641603	-0.019848308169043278	0.0
Cytoplasm_AreaShape_Zernike_1_1	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_2_0	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_2_2	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_3_1	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_3_3	0.022006313911178684	-0.011352322225972681	0.0
Cytoplasm_AreaShape_Zernike_4_0	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_4_2	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_4_4	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_5_1	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_5_3	0.0	0.010193237839053083	0.0
Cytoplasm_AreaShape_Zernike_5_5	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_6_0	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_6_2	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_6_4	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_6_6	0.0	0.0004378995638587196	0.0
Cytoplasm_AreaShape_Zernike_7_1	0.0054866288397601316	0.0	0.0
Cytoplasm_AreaShape_Zernike_7_3	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_7_5	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_7_7	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_8_0	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_8_2	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_8_4	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_8_6	0.0	-0.0024113350253827126	0.0
Cytoplasm_AreaShape_Zernike_8_8	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_9_1	0.008124857985377898	0.0	-0.0012809058414955164
Cytoplasm_AreaShape_Zernike_9_3	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_9_5	0.0009121866470486983	0.0	0.0
Cytoplasm_AreaShape_Zernike_9_7	0.0	0.0	0.0
Cytoplasm_AreaShape_Zernike_9_9	0.0	0.0	0.0
Cytoplasm_Correlation_Correlation_DNA_AGP	-0.006177790675395384	0.0	0.0
Cytoplasm_Correlation_Correlation_DNA_ER	0.0	0.0	0.0
Cytoplasm_Correlation_Correlation_DNA_Mito	0.0	0.0	0.0
Cytoplasm_Correlation_Correlation_DNA_RNA	0.0	0.0	0.0
Cytoplasm_Correlation_K_AGP_ER	0.0	0.0	0.0
Cytoplasm_Correlation_K_AGP_RNA	0.0	0.0	-0.005141960490530401
Cytoplasm_Correlation_K_DNA_AGP	0.0	0.0	0.0
Cytoplasm_Correlation_K_DNA_ER	0.0	0.0	0.0
Cytoplasm_Correlation_K_DNA_Mito	0.0	-0.0012752109172593788	0.0
Cytoplasm_Correlation_K_DNA_RNA	0.0	0.0	0.0
Cytoplasm_Correlation_K_ER_AGP	0.0	0.0	0.0
Cytoplasm_Correlation_K_ER_RNA	0.0	0.0	0.0
Cytoplasm_Correlation_K_Mito_AGP	0.0	0.0	0.0
Cytoplasm_Correlation_K_Mito_DNA	0.0	0.0	0.0
Cytoplasm_Correlation_K_Mito_ER	0.0	0.0	0.0
Cytoplasm_Correlation_K_Mito_RNA	0.0	0.0	0.0
Cytoplasm_Correlation_K_RNA_AGP	-0.010116296427901234	0.011844917975420597	0.0
Cytoplasm_Correlation_K_RNA_ER	0.0	0.0	0.0
Cytoplasm_Correlation_Overlap_DNA_AGP	0.0	0.0	0.0
Cytoplasm_Correlation_Overlap_DNA_ER	0.0	0.0	0.0
Cytoplasm_Correlation_Overlap_DNA_Mito	0.0	0.0	0.0
Cytoplasm_Correlation_Overlap_DNA_RNA	0.0	0.0	0.0
Cytoplasm_Correlation_Overlap_ER_AGP	0.0	0.0	0.0
Cytoplasm_Correlation_Overlap_RNA_AGP	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_AGP_DNA	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_AGP_ER	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_AGP_Mito	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_AGP_RNA	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_DNA_AGP	0.0	0.009035545661388016	0.0
Cytoplasm_Correlation_RWC_DNA_ER	0.014108526148648572	0.0	-0.02008033789453746
Cytoplasm_Correlation_RWC_DNA_Mito	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_DNA_RNA	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_ER_DNA	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_ER_Mito	0.0	-0.01670620182469799	0.006504997375810964
Cytoplasm_Correlation_RWC_Mito_DNA	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_Mito_ER	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_Mito_RNA	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_RNA_DNA	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_RNA_ER	0.0	0.0	0.0
Cytoplasm_Correlation_RWC_RNA_Mito	0.0	0.0	0.0
Cytoplasm_Granularity_1_AGP	0.0	0.0	0.0
Cytoplasm_Granularity_1_ER	0.0	0.0	-0.014058385872688114
Cytoplasm_Granularity_1_Mito	0.0	-0.0008535866385102796	0.01205157644410294
Cytoplasm_Granularity_1_RNA	0.0	0.0	0.0
Cytoplasm_Intensity_IntegratedIntensityEdge_AGP	-0.006923327545376471	0.0	0.0
Cytoplasm_Intensity_IntegratedIntensityEdge_DNA	0.0	0.0	0.0
Cytoplasm_Intensity_IntegratedIntensityEdge_ER	0.0	0.0	-0.006237603085554176
Cytoplasm_Intensity_IntegratedIntensityEdge_Mito	0.0	0.0	0.0
Cytoplasm_Intensity_IntegratedIntensityEdge_RNA	0.0	0.0	0.0
Cytoplasm_Intensity_IntegratedIntensity_AGP	0.0	0.0	0.0
Cytoplasm_Intensity_IntegratedIntensity_RNA	0.0	0.0	0.0
Cytoplasm_Intensity_MADIntensity_AGP	0.0	0.0	0.0
Cytoplasm_Intensity_MADIntensity_DNA	0.0	0.0	0.0
Cytoplasm_Intensity_MADIntensity_ER	6.482844099221646e-07	0.0	0.0
Cytoplasm_Intensity_MADIntensity_Mito	0.0	0.0	0.0
Cytoplasm_Intensity_MADIntensity_RNA	0.0	0.0032874753609084552	0.0
Cytoplasm_Intensity_MassDisplacement_DNA	0.0	0.0	0.0
Cytoplasm_Intensity_MassDisplacement_ER	0.0	0.0	0.0
Cytoplasm_Intensity_MassDisplacement_Mito	0.0	0.0	0.0
Cytoplasm_Intensity_MaxIntensityEdge_AGP	0.0002905393240678735	0.0	0.0
Cytoplasm_Intensity_MaxIntensityEdge_DNA	0.0	0.0	0.0
Cytoplasm_Intensity_MaxIntensityEdge_ER	0.0	0.0	0.0
Cytoplasm_Intensity_MaxIntensityEdge_Mito	0.0	0.0	0.0
Cytoplasm_Intensity_MaxIntensityEdge_RNA	0.0	0.0	0.0
