Metadata_model_split	Metadata_Plate	metric	metric_value	dataset	shuffle	permutation
validation	218774	accuracy	0.4	cb5083	True	12
test	218696	avg_precision	0.3128342245989305	cb5083	True	12
test	218852	avg_precision	0.3071428571428571	cb5083	True	12
test	218856	avg_precision	0.6263636363636363	cb5083	True	12
training	218696	avg_precision	0.5266472868217054	cb5083	True	12
training	218852	avg_precision	0.5140359168241966	cb5083	True	12
training	218856	avg_precision	0.5277089783281734	cb5083	True	12
validation	218774	avg_precision	0.4607142857142857	cb5083	True	12
test	218698	accuracy	0.5555555555555556	ixazomib	True	12
test	218854	accuracy	0.42857142857142855	ixazomib	True	12
training	218698	accuracy	0.40476190476190477	ixazomib	True	12
training	218854	accuracy	0.48717948717948717	ixazomib	True	12
validation	218858	accuracy	0.6	ixazomib	True	12
test	218698	avg_precision	0.35416666666666663	ixazomib	True	12
test	218854	avg_precision	0.40415140415140416	ixazomib	True	12
training	218698	avg_precision	0.5257142857142857	ixazomib	True	12
training	218854	avg_precision	0.5384615384615384	ixazomib	True	12
validation	218858	avg_precision	0.5607142857142857	ixazomib	True	12
test	207106_exposure320	accuracy	0.5	cloneAE	True	13
test	218361	accuracy	0.3333333333333333	cloneAE	True	13
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	13
training	207106_exposure320	accuracy	0.5714285714285714	cloneAE	True	13
training	218361	accuracy	0.8888888888888888	cloneAE	True	13
training	HCT116bortezomib	accuracy	0.5	cloneAE	True	13
validation	218360	accuracy	0.6	cloneAE	True	13
test	207106_exposure320	avg_precision	1.0	cloneAE	True	13
test	218361	avg_precision	0.4444444444444445	cloneAE	True	13
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	13
training	207106_exposure320	avg_precision	0.5928571428571427	cloneAE	True	13
training	218361	avg_precision	0.9682539682539683	cloneAE	True	13
training	HCT116bortezomib	avg_precision	0.61	cloneAE	True	13
validation	218360	avg_precision	0.6666666666666666	cloneAE	True	13
test	218696	accuracy	0.6470588235294118	cb5083	True	13
test	218852	accuracy	0.35	cb5083	True	13
test	218856	accuracy	0.45454545454545453	cb5083	True	13
training	218696	accuracy	0.5116279069767442	cb5083	True	13
training	218852	accuracy	0.675	cb5083	True	13
training	218856	accuracy	0.5789473684210527	cb5083	True	13
validation	218774	accuracy	0.4666666666666667	cb5083	True	13
test	218696	avg_precision	0.4754901960784314	cb5083	True	13
test	218852	avg_precision	0.31785714285714284	cb5083	True	13
test	218856	avg_precision	0.4356060606060606	cb5083	True	13
training	218696	avg_precision	0.5565245478036176	cb5083	True	13
training	218852	avg_precision	0.6809288537549407	cb5083	True	13
training	218856	avg_precision	0.5705263157894737	cb5083	True	13
validation	218774	avg_precision	0.4845238095238095	cb5083	True	13
test	218698	accuracy	0.4444444444444444	ixazomib	True	13
test	218854	accuracy	0.47619047619047616	ixazomib	True	13
training	218698	accuracy	0.47619047619047616	ixazomib	True	13
training	218854	accuracy	0.41025641025641024	ixazomib	True	13
validation	218858	accuracy	0.48333333333333334	ixazomib	True	13
test	218698	avg_precision	0.3055555555555556	ixazomib	True	13
test	218854	avg_precision	0.41071428571428575	ixazomib	True	13
training	218698	avg_precision	0.5648148148148148	ixazomib	True	13
training	218854	avg_precision	0.5005494505494505	ixazomib	True	13
validation	218858	avg_precision	0.4919191919191919	ixazomib	True	13
test	207106_exposure320	accuracy	0.5	cloneAE	True	14
test	218361	accuracy	0.3333333333333333	cloneAE	True	14
test	HCT116bortezomib	accuracy	0.0	cloneAE	True	14
training	207106_exposure320	accuracy	0.42857142857142855	cloneAE	True	14
training	218361	accuracy	0.3333333333333333	cloneAE	True	14
training	HCT116bortezomib	accuracy	0.75	cloneAE	True	14
validation	218360	accuracy	0.6666666666666666	cloneAE	True	14
test	207106_exposure320	avg_precision	1.0	cloneAE	True	14
test	218361	avg_precision	0.43333333333333335	cloneAE	True	14
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	14
training	207106_exposure320	avg_precision	0.5178571428571428	cloneAE	True	14
training	218361	avg_precision	0.746031746031746	cloneAE	True	14
training	HCT116bortezomib	avg_precision	0.7142857142857143	cloneAE	True	14
validation	218360	avg_precision	0.7151515151515152	cloneAE	True	14
test	218696	accuracy	0.5294117647058824	cb5083	True	14
test	218852	accuracy	0.55	cb5083	True	14
test	218856	accuracy	0.3181818181818182	cb5083	True	14
training	218696	accuracy	0.4186046511627907	cb5083	True	14
training	218852	accuracy	0.475	cb5083	True	14
training	218856	accuracy	0.5789473684210527	cb5083	True	14
validation	218774	accuracy	0.45	cb5083	True	14
test	218696	avg_precision	0.36397058823529416	cb5083	True	14
test	218852	avg_precision	0.3976190476190476	cb5083	True	14
test	218856	avg_precision	0.39999999999999997	cb5083	True	14
training	218696	avg_precision	0.5239940937615356	cb5083	True	14
training	218852	avg_precision	0.5595849802371541	cb5083	True	14
training	218856	avg_precision	0.5662280701754386	cb5083	True	14
validation	218774	avg_precision	0.47758620689655173	cb5083	True	14
test	218698	accuracy	0.3888888888888889	ixazomib	True	14
test	218854	accuracy	0.5714285714285714	ixazomib	True	14
training	218698	accuracy	0.35714285714285715	ixazomib	True	14
training	218854	accuracy	0.5384615384615384	ixazomib	True	14
validation	218858	accuracy	0.4666666666666667	ixazomib	True	14
test	218698	avg_precision	0.3015873015873016	ixazomib	True	14
test	218854	avg_precision	0.47619047619047616	ixazomib	True	14
training	218698	avg_precision	0.5213032581453634	ixazomib	True	14
training	218854	avg_precision	0.5572998430141287	ixazomib	True	14
validation	218858	avg_precision	0.4845238095238095	ixazomib	True	14
test	207106_exposure320	accuracy	1.0	cloneAE	True	15
test	218361	accuracy	0.5	cloneAE	True	15
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	15
training	207106_exposure320	accuracy	0.42857142857142855	cloneAE	True	15
training	218361	accuracy	0.6666666666666666	cloneAE	True	15
training	HCT116bortezomib	accuracy	0.625	cloneAE	True	15
validation	218360	accuracy	0.7333333333333333	cloneAE	True	15
test	207106_exposure320	avg_precision	1.0	cloneAE	True	15
test	218361	avg_precision	0.5	cloneAE	True	15
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	15
training	207106_exposure320	avg_precision	0.5178571428571428	cloneAE	True	15
training	218361	avg_precision	0.8174603174603174	cloneAE	True	15
training	HCT116bortezomib	avg_precision	0.6583333333333333	cloneAE	True	15
validation	218360	avg_precision	0.8666666666666667	cloneAE	True	15
test	218696	accuracy	0.7058823529411765	cb5083	True	15
test	218852	accuracy	0.6	cb5083	True	15
test	218856	accuracy	0.6363636363636364	cb5083	True	15
training	218696	accuracy	0.6046511627906976	cb5083	True	15
training	218852	accuracy	0.525	cb5083	True	15
training	218856	accuracy	0.47368421052631576	cb5083	True	15
validation	218774	accuracy	0.4666666666666667	cb5083	True	15
test	218696	avg_precision	0.49859943977591037	cb5083	True	15
test	218852	avg_precision	0.42467532467532465	cb5083	True	15
test	218856	avg_precision	0.548051948051948	cb5083	True	15
training	218696	avg_precision	0.6127131782945736	cb5083	True	15
training	218852	avg_precision	0.5922705314009662	cb5083	True	15
training	218856	avg_precision	0.5105263157894737	cb5083	True	15
validation	218774	avg_precision	0.4845238095238095	cb5083	True	15
test	218698	accuracy	0.5	ixazomib	True	15
test	218854	accuracy	0.5238095238095238	ixazomib	True	15
training	218698	accuracy	0.47619047619047616	ixazomib	True	15
training	218854	accuracy	0.5897435897435898	ixazomib	True	15
validation	218858	accuracy	0.5	ixazomib	True	15
test	218698	avg_precision	0.31746031746031744	ixazomib	True	15
test	218854	avg_precision	0.443001443001443	ixazomib	True	15
training	218698	avg_precision	0.5584415584415584	ixazomib	True	15
training	218854	avg_precision	0.5883481597767312	ixazomib	True	15
validation	218858	avg_precision	0.5	ixazomib	True	15
test	207106_exposure320	accuracy	1.0	cloneAE	True	16
test	218361	accuracy	0.3333333333333333	cloneAE	True	16
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	16
training	207106_exposure320	accuracy	0.42857142857142855	cloneAE	True	16
training	218361	accuracy	0.5555555555555556	cloneAE	True	16
training	HCT116bortezomib	accuracy	0.75	cloneAE	True	16
validation	218360	accuracy	0.4	cloneAE	True	16
test	207106_exposure320	avg_precision	1.0	cloneAE	True	16
test	218361	avg_precision	0.4444444444444445	cloneAE	True	16
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	16
training	207106_exposure320	avg_precision	0.5178571428571428	cloneAE	True	16
training	218361	avg_precision	0.7904761904761906	cloneAE	True	16
training	HCT116bortezomib	avg_precision	0.7142857142857143	cloneAE	True	16
validation	218360	avg_precision	0.6111111111111112	cloneAE	True	16
test	218696	accuracy	0.35294117647058826	cb5083	True	16
test	218852	accuracy	0.5	cb5083	True	16
test	218856	accuracy	0.36363636363636365	cb5083	True	16
training	218696	accuracy	0.5116279069767442	cb5083	True	16
training	218852	accuracy	0.55	cb5083	True	16
training	218856	accuracy	0.47368421052631576	cb5083	True	16
validation	218774	accuracy	0.38333333333333336	cb5083	True	16
test	218696	avg_precision	0.3179271708683473	cb5083	True	16
test	218852	avg_precision	0.34285714285714286	cb5083	True	16
test	218856	avg_precision	0.406060606060606	cb5083	True	16
training	218696	avg_precision	0.5619733737782271	cb5083	True	16
training	218852	avg_precision	0.5955103969754253	cb5083	True	16
training	218856	avg_precision	0.5144736842105263	cb5083	True	16
validation	218774	avg_precision	0.45333333333333337	cb5083	True	16
test	218698	accuracy	0.3888888888888889	ixazomib	True	16
test	218854	accuracy	0.23809523809523808	ixazomib	True	16
training	218698	accuracy	0.5238095238095238	ixazomib	True	16
training	218854	accuracy	0.5641025641025641	ixazomib	True	16
validation	218858	accuracy	0.5833333333333334	ixazomib	True	16
test	218698	avg_precision	0.303030303030303	ixazomib	True	16
test	218854	avg_precision	0.3626373626373627	ixazomib	True	16
training	218698	avg_precision	0.6089285714285714	ixazomib	True	16
training	218854	avg_precision	0.5765160765160766	ixazomib	True	16
validation	218858	avg_precision	0.5476190476190477	ixazomib	True	16
test	207106_exposure320	accuracy	0.5	cloneAE	True	17
test	218361	accuracy	0.5	cloneAE	True	17
test	HCT116bortezomib	accuracy	0.0	cloneAE	True	17
training	207106_exposure320	accuracy	0.2857142857142857	cloneAE	True	17
training	218361	accuracy	0.5555555555555556	cloneAE	True	17
training	HCT116bortezomib	accuracy	0.625	cloneAE	True	17
validation	218360	accuracy	0.4666666666666667	cloneAE	True	17
test	207106_exposure320	avg_precision	1.0	cloneAE	True	17
test	218361	avg_precision	0.5	cloneAE	True	17
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	17
training	207106_exposure320	avg_precision	0.5119047619047619	cloneAE	True	17
training	218361	avg_precision	0.7324263038548753	cloneAE	True	17
training	HCT116bortezomib	avg_precision	0.6583333333333333	cloneAE	True	17
validation	218360	avg_precision	0.6266666666666667	cloneAE	True	17
test	218696	accuracy	0.5882352941176471	cb5083	True	17
test	218852	accuracy	0.4	cb5083	True	17
test	218856	accuracy	0.5909090909090909	cb5083	True	17
training	218696	accuracy	0.5116279069767442	cb5083	True	17
training	218852	accuracy	0.475	cb5083	True	17
training	218856	accuracy	0.5526315789473685	cb5083	True	17
validation	218774	accuracy	0.43333333333333335	cb5083	True	17
test	218696	avg_precision	0.3686274509803922	cb5083	True	17
test	218852	avg_precision	0.3134920634920635	cb5083	True	17
test	218856	avg_precision	0.5132867132867133	cb5083	True	17
training	218696	avg_precision	0.5676764585883314	cb5083	True	17
training	218852	avg_precision	0.5527591973244147	cb5083	True	17
training	218856	avg_precision	0.5533834586466164	cb5083	True	17
validation	218774	avg_precision	0.47058823529411764	cb5083	True	17
test	218698	accuracy	0.7222222222222222	ixazomib	True	17
test	218854	accuracy	0.38095238095238093	ixazomib	True	17
training	218698	accuracy	0.5714285714285714	ixazomib	True	17
training	218854	accuracy	0.5384615384615384	ixazomib	True	17
validation	218858	accuracy	0.48333333333333334	ixazomib	True	17
test	218698	avg_precision	0.5185185185185186	ixazomib	True	17
test	218854	avg_precision	0.38888888888888884	ixazomib	True	17
training	218698	avg_precision	0.6093073593073592	ixazomib	True	17
training	218854	avg_precision	0.5528205128205128	ixazomib	True	17
validation	218858	avg_precision	0.4920289855072464	ixazomib	True	17
test	207106_exposure320	accuracy	0.5	cloneAE	True	18
test	218361	accuracy	0.16666666666666666	cloneAE	True	18
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	18
training	207106_exposure320	accuracy	0.5714285714285714	cloneAE	True	18
training	218361	accuracy	0.5555555555555556	cloneAE	True	18
training	HCT116bortezomib	accuracy	0.625	cloneAE	True	18
validation	218360	accuracy	0.4	cloneAE	True	18
test	207106_exposure320	avg_precision	1.0	cloneAE	True	18
test	218361	avg_precision	0.4166666666666667	cloneAE	True	18
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	18
training	207106_exposure320	avg_precision	0.5928571428571427	cloneAE	True	18
training	218361	avg_precision	0.7324263038548753	cloneAE	True	18
training	HCT116bortezomib	avg_precision	0.6583333333333333	cloneAE	True	18
validation	218360	avg_precision	0.6111111111111112	cloneAE	True	18
test	218696	accuracy	0.5882352941176471	cb5083	True	18
test	218852	accuracy	0.5	cb5083	True	18
test	218856	accuracy	0.5	cb5083	True	18
training	218696	accuracy	0.5348837209302325	cb5083	True	18
training	218852	accuracy	0.525	cb5083	True	18
training	218856	accuracy	0.47368421052631576	cb5083	True	18
validation	218774	accuracy	0.5333333333333333	cb5083	True	18
test	218696	avg_precision	0.4376114081996435	cb5083	True	18
test	218852	avg_precision	0.34285714285714286	cb5083	True	18
test	218856	avg_precision	0.45454545454545453	cb5083	True	18
training	218696	avg_precision	0.5728359173126616	cb5083	True	18
training	218852	avg_precision	0.5922705314009662	cb5083	True	18
training	218856	avg_precision	0.5144736842105263	cb5083	True	18
validation	218774	avg_precision	0.5175925925925926	cb5083	True	18
test	218698	accuracy	0.5555555555555556	ixazomib	True	18
test	218854	accuracy	0.38095238095238093	ixazomib	True	18
training	218698	accuracy	0.4523809523809524	ixazomib	True	18
training	218854	accuracy	0.5384615384615384	ixazomib	True	18
validation	218858	accuracy	0.55	ixazomib	True	18
test	218698	avg_precision	0.37777777777777777	ixazomib	True	18
test	218854	avg_precision	0.38888888888888884	ixazomib	True	18
training	218698	avg_precision	0.5526315789473684	ixazomib	True	18
training	218854	avg_precision	0.5621633268692092	ixazomib	True	18
validation	218858	avg_precision	0.5272727272727272	ixazomib	True	18
test	207106_exposure320	accuracy	1.0	cloneAE	True	19
test	218361	accuracy	0.6666666666666666	cloneAE	True	19
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	19
training	207106_exposure320	accuracy	0.7142857142857143	cloneAE	True	19
training	218361	accuracy	0.3333333333333333	cloneAE	True	19
training	HCT116bortezomib	accuracy	0.625	cloneAE	True	19
validation	218360	accuracy	0.4666666666666667	cloneAE	True	19
test	207106_exposure320	avg_precision	1.0	cloneAE	True	19
test	218361	avg_precision	0.6111111111111112	cloneAE	True	19
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	19
training	207106_exposure320	avg_precision	0.6666666666666666	cloneAE	True	19
training	218361	avg_precision	0.7015873015873015	cloneAE	True	19
training	HCT116bortezomib	avg_precision	0.625	cloneAE	True	19
validation	218360	avg_precision	0.6458333333333333	cloneAE	True	19
test	218696	accuracy	0.35294117647058826	cb5083	True	19
test	218852	accuracy	0.45	cb5083	True	19
test	218856	accuracy	0.45454545454545453	cb5083	True	19
training	218696	accuracy	0.6511627906976745	cb5083	True	19
training	218852	accuracy	0.65	cb5083	True	19
training	218856	accuracy	0.5526315789473685	cb5083	True	19
validation	218774	accuracy	0.4166666666666667	cb5083	True	19
test	218696	avg_precision	0.30936819172113295	cb5083	True	19
test	218852	avg_precision	0.3214285714285714	cb5083	True	19
test	218856	avg_precision	0.4426136363636364	cb5083	True	19
training	218696	avg_precision	0.6623827009383925	cb5083	True	19
training	218852	avg_precision	0.6589319470699433	cb5083	True	19
training	218856	avg_precision	0.5533834586466164	cb5083	True	19
validation	218774	avg_precision	0.46505376344086025	cb5083	True	19
test	218698	accuracy	0.4444444444444444	ixazomib	True	19
test	218854	accuracy	0.42857142857142855	ixazomib	True	19
training	218698	accuracy	0.5238095238095238	ixazomib	True	19
training	218854	accuracy	0.5384615384615384	ixazomib	True	19
validation	218858	accuracy	0.4166666666666667	ixazomib	True	19
test	218698	avg_precision	0.3055555555555556	ixazomib	True	19
test	218854	avg_precision	0.3997113997113997	ixazomib	True	19
training	218698	avg_precision	0.5819805194805194	ixazomib	True	19
training	218854	avg_precision	0.555024685459468	ixazomib	True	19
validation	218858	avg_precision	0.46739130434782605	ixazomib	True	19
test	207106_exposure320	accuracy	1.0	cloneAE	True	20
test	218361	accuracy	0.8333333333333334	cloneAE	True	20
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	20
training	207106_exposure320	accuracy	0.42857142857142855	cloneAE	True	20
training	218361	accuracy	0.6666666666666666	cloneAE	True	20
training	HCT116bortezomib	accuracy	0.5	cloneAE	True	20
validation	218360	accuracy	0.6666666666666666	cloneAE	True	20
test	207106_exposure320	avg_precision	1.0	cloneAE	True	20
test	218361	avg_precision	0.75	cloneAE	True	20
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	20
training	207106_exposure320	avg_precision	0.5357142857142857	cloneAE	True	20
training	218361	avg_precision	0.9047619047619048	cloneAE	True	20
training	HCT116bortezomib	avg_precision	0.61	cloneAE	True	20
validation	218360	avg_precision	0.6897435897435897	cloneAE	True	20
test	218696	accuracy	0.5294117647058824	cb5083	True	20
test	218852	accuracy	0.5	cb5083	True	20
test	218856	accuracy	0.45454545454545453	cb5083	True	20
training	218696	accuracy	0.5348837209302325	cb5083	True	20
training	218852	accuracy	0.475	cb5083	True	20
training	218856	accuracy	0.5263157894736842	cb5083	True	20
validation	218774	accuracy	0.5333333333333333	cb5083	True	20
test	218696	avg_precision	0.36397058823529416	cb5083	True	20
test	218852	avg_precision	0.3747252747252747	cb5083	True	20
test	218856	avg_precision	0.43896103896103894	cb5083	True	20
training	218696	avg_precision	0.5728359173126616	cb5083	True	20
training	218852	avg_precision	0.5595849802371541	cb5083	True	20
training	218856	avg_precision	0.5425986842105264	cb5083	True	20
validation	218774	avg_precision	0.5177777777777778	cb5083	True	20
test	218698	accuracy	0.6666666666666666	ixazomib	True	20
test	218854	accuracy	0.6190476190476191	ixazomib	True	20
training	218698	accuracy	0.6428571428571429	ixazomib	True	20
training	218854	accuracy	0.5384615384615384	ixazomib	True	20
validation	218858	accuracy	0.43333333333333335	ixazomib	True	20
test	218698	avg_precision	0.4722222222222222	ixazomib	True	20
test	218854	avg_precision	0.514041514041514	ixazomib	True	20
training	218698	avg_precision	0.6761204481792716	ixazomib	True	20
training	218854	avg_precision	0.559668401773665	ixazomib	True	20
validation	218858	avg_precision	0.4714285714285714	ixazomib	True	20
test	207106_exposure320	accuracy	1.0	cloneAE	True	21
test	218361	accuracy	0.5	cloneAE	True	21
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	21
training	207106_exposure320	accuracy	0.42857142857142855	cloneAE	True	21
training	218361	accuracy	0.8888888888888888	cloneAE	True	21
training	HCT116bortezomib	accuracy	0.875	cloneAE	True	21
validation	218360	accuracy	0.6	cloneAE	True	21
test	207106_exposure320	avg_precision	1.0	cloneAE	True	21
test	218361	avg_precision	0.5	cloneAE	True	21
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	21
training	207106_exposure320	avg_precision	0.5178571428571428	cloneAE	True	21
training	218361	avg_precision	0.875	cloneAE	True	21
training	HCT116bortezomib	avg_precision	0.8333333333333334	cloneAE	True	21
validation	218360	avg_precision	0.7166666666666666	cloneAE	True	21
test	218696	accuracy	0.6470588235294118	cb5083	True	21
test	218852	accuracy	0.65	cb5083	True	21
test	218856	accuracy	0.5454545454545454	cb5083	True	21
training	218696	accuracy	0.46511627906976744	cb5083	True	21
training	218852	accuracy	0.475	cb5083	True	21
training	218856	accuracy	0.5263157894736842	cb5083	True	21
validation	218774	accuracy	0.6	cb5083	True	21
test	218696	avg_precision	0.4754901960784314	cb5083	True	21
test	218852	avg_precision	0.47857142857142854	cb5083	True	21
test	218856	avg_precision	0.4818181818181818	cb5083	True	21
training	218696	avg_precision	0.5448796409628722	cb5083	True	21
training	218852	avg_precision	0.5665458937198068	cb5083	True	21
training	218856	avg_precision	0.5362938596491228	cb5083	True	21
validation	218774	avg_precision	0.559375	cb5083	True	21
test	218698	accuracy	0.5	ixazomib	True	21
test	218854	accuracy	0.42857142857142855	ixazomib	True	21
training	218698	accuracy	0.5952380952380952	ixazomib	True	21
training	218854	accuracy	0.358974358974359	ixazomib	True	21
validation	218858	accuracy	0.43333333333333335	ixazomib	True	21
test	218698	avg_precision	0.35353535353535354	ixazomib	True	21
test	218854	avg_precision	0.3968253968253968	ixazomib	True	21
training	218698	avg_precision	0.6171428571428571	ixazomib	True	21
training	218854	avg_precision	0.49529042386185235	ixazomib	True	21
validation	218858	avg_precision	0.47111111111111115	ixazomib	True	21
test	207106_exposure320	accuracy	1.0	cloneAE	True	22
test	218361	accuracy	0.6666666666666666	cloneAE	True	22
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	22
training	207106_exposure320	accuracy	0.5714285714285714	cloneAE	True	22
training	218361	accuracy	0.2222222222222222	cloneAE	True	22
training	HCT116bortezomib	accuracy	0.75	cloneAE	True	22
validation	218360	accuracy	0.26666666666666666	cloneAE	True	22
test	207106_exposure320	avg_precision	1.0	cloneAE	True	22
test	218361	avg_precision	0.6	cloneAE	True	22
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	22
training	207106_exposure320	avg_precision	0.5714285714285714	cloneAE	True	22
training	218361	avg_precision	0.6984126984126984	cloneAE	True	22
training	HCT116bortezomib	avg_precision	0.7142857142857143	cloneAE	True	22
validation	218360	avg_precision	0.5952380952380951	cloneAE	True	22
test	218696	accuracy	0.5882352941176471	cb5083	True	22
test	218852	accuracy	0.4	cb5083	True	22
test	218856	accuracy	0.36363636363636365	cb5083	True	22
training	218696	accuracy	0.5116279069767442	cb5083	True	22
training	218852	accuracy	0.55	cb5083	True	22
training	218856	accuracy	0.47368421052631576	cb5083	True	22
validation	218774	accuracy	0.45	cb5083	True	22
test	218696	avg_precision	0.4376114081996435	cb5083	True	22
test	218852	avg_precision	0.3134920634920635	cb5083	True	22
test	218856	avg_precision	0.40584415584415584	cb5083	True	22
training	218696	avg_precision	0.5619733737782271	cb5083	True	22
training	218852	avg_precision	0.5955103969754253	cb5083	True	22
training	218856	avg_precision	0.5144736842105263	cb5083	True	22
validation	218774	avg_precision	0.47758620689655173	cb5083	True	22
test	218698	accuracy	0.3888888888888889	ixazomib	True	22
test	218854	accuracy	0.5238095238095238	ixazomib	True	22
training	218698	accuracy	0.4523809523809524	ixazomib	True	22
training	218854	accuracy	0.4358974358974359	ixazomib	True	22
validation	218858	accuracy	0.45	ixazomib	True	22
test	218698	avg_precision	0.303030303030303	ixazomib	True	22
test	218854	avg_precision	0.43562610229276894	ixazomib	True	22
training	218698	avg_precision	0.5465838509316769	ixazomib	True	22
training	218854	avg_precision	0.5145299145299145	ixazomib	True	22
validation	218858	avg_precision	0.47758620689655173	ixazomib	True	22
test	207106_exposure320	accuracy	0.0	cloneAE	True	23
test	218361	accuracy	0.5	cloneAE	True	23
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	23
training	207106_exposure320	accuracy	0.8571428571428571	cloneAE	True	23
training	218361	accuracy	0.7777777777777778	cloneAE	True	23
training	HCT116bortezomib	accuracy	0.75	cloneAE	True	23
validation	218360	accuracy	0.4	cloneAE	True	23
test	207106_exposure320	avg_precision	1.0	cloneAE	True	23
test	218361	avg_precision	0.5	cloneAE	True	23
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	23
training	207106_exposure320	avg_precision	0.8928571428571428	cloneAE	True	23
training	218361	avg_precision	0.8458049886621315	cloneAE	True	23
training	HCT116bortezomib	avg_precision	0.7142857142857143	cloneAE	True	23
validation	218360	avg_precision	0.6111111111111112	cloneAE	True	23
test	218696	accuracy	0.47058823529411764	cb5083	True	23
test	218852	accuracy	0.4	cb5083	True	23
test	218856	accuracy	0.2727272727272727	cb5083	True	23
training	218696	accuracy	0.5581395348837209	cb5083	True	23
training	218852	accuracy	0.475	cb5083	True	23
training	218856	accuracy	0.5263157894736842	cb5083	True	23
validation	218774	accuracy	0.4	cb5083	True	23
test	218696	avg_precision	0.36007130124777187	cb5083	True	23
test	218852	avg_precision	0.3168831168831169	cb5083	True	23
test	218856	avg_precision	0.4036363636363637	cb5083	True	23
training	218696	avg_precision	0.5876306033029997	cb5083	True	23
training	218852	avg_precision	0.5665458937198068	cb5083	True	23
training	218856	avg_precision	0.539342105263158	cb5083	True	23
validation	218774	avg_precision	0.4588235294117647	cb5083	True	23
test	218698	accuracy	0.5	ixazomib	True	23
test	218854	accuracy	0.38095238095238093	ixazomib	True	23
training	218698	accuracy	0.5238095238095238	ixazomib	True	23
training	218854	accuracy	0.4358974358974359	ixazomib	True	23
validation	218858	accuracy	0.35	ixazomib	True	23
test	218698	avg_precision	0.31746031746031744	ixazomib	True	23
test	218854	avg_precision	0.38571428571428573	ixazomib	True	23
training	218698	avg_precision	0.5896164021164021	ixazomib	True	23
training	218854	avg_precision	0.5106998264893001	ixazomib	True	23
validation	218858	avg_precision	0.44545454545454544	ixazomib	True	23
test	207106_exposure320	accuracy	1.0	cloneAE	True	24
test	218361	accuracy	0.8333333333333334	cloneAE	True	24
test	HCT116bortezomib	accuracy	1.0	cloneAE	True	24
training	207106_exposure320	accuracy	0.2857142857142857	cloneAE	True	24
training	218361	accuracy	0.6666666666666666	cloneAE	True	24
training	HCT116bortezomib	accuracy	0.75	cloneAE	True	24
validation	218360	accuracy	0.4666666666666667	cloneAE	True	24
test	207106_exposure320	avg_precision	1.0	cloneAE	True	24
test	218361	avg_precision	0.75	cloneAE	True	24
test	HCT116bortezomib	avg_precision	1.0	cloneAE	True	24
training	207106_exposure320	avg_precision	0.4857142857142857	cloneAE	True	24
training	218361	avg_precision	0.9047619047619048	cloneAE	True	24
training	HCT116bortezomib	avg_precision	0.7650000000000001	cloneAE	True	24
validation	218360	avg_precision	0.6083333333333334	cloneAE	True	24
test	218696	accuracy	0.47058823529411764	cb5083	True	24
test	218852	accuracy	0.55	cb5083	True	24
test	218856	accuracy	0.3181818181818182	cb5083	True	24
training	218696	accuracy	0.4418604651162791	cb5083	True	24
training	218852	accuracy	0.55	cb5083	True	24
training	218856	accuracy	0.3684210526315789	cb5083	True	24
validation	218774	accuracy	0.5333333333333333	cb5083	True	24
test	218696	avg_precision	0.3305322128851541	cb5083	True	24
test	218852	avg_precision	0.4173469387755102	cb5083	True	24
test	218856	avg_precision	0.39999999999999997	cb5083	True	24
training	218696	avg_precision	0.5363372093023255	cb5083	True	24
training	218852	avg_precision	0.5794179523141655	cb5083	True	24
training	218856	avg_precision	0.4809210526315789	cb5083	True	24
validation	218774	avg_precision	0.5177777777777778	cb5083	True	24
test	218698	accuracy	0.5	ixazomib	True	24
test	218854	accuracy	0.5714285714285714	ixazomib	True	24
training	218698	accuracy	0.47619047619047616	ixazomib	True	24
training	218854	accuracy	0.6666666666666666	ixazomib	True	24
validation	218858	accuracy	0.5	ixazomib	True	24
test	218698	avg_precision	0.3333333333333333	ixazomib	True	24
test	218854	avg_precision	0.4603174603174603	ixazomib	True	24
training	218698	avg_precision	0.5648148148148148	ixazomib	True	24
training	218854	avg_precision	0.6461538461538461	ixazomib	True	24
validation	218858	avg_precision	0.5	ixazomib	True	24
